name,text
ulster-university.md,"3.6 Research Data must be held in a managed storage environment throughout the period of retention.  Data must be retained in an appropriate format and storage facility, normally for a period of at least 10 years from the date of any publication which it is based upon.  Where specific regulations with regard to data retention apply, eg: from funders, these regulations should prevail, particularly where the required retention period is longer than the University requires."
ulster-university.md,"3.7 The University will provide an infrastructure and support service for the storage, backup, registration, deposit and retention of research data in support of current and future access and, where appropriate, guidelines and templates for the research data management process and plans.  Appropriate safeguards will be put in place to ensure the legitimate interests of subjects of research data are protected."
ulster-university.md,3.8 Any research data which is retained or hosted outside the University (eg: in an external repository which is subject/journal or publisher specific) must be registered with the University.
ulster-university.md,"3.9 Research data selected for archiving must be made openly available, where appropriate, with as few restrictions as possible.  Data sharing represents a key component of good research practice that contributes to the University’s strategic objective of increasing the visibility of Ulster’s research.  The University encourages researchers that have created or captured data to make it available for access and use in a timely manner, in conditions where it is feasible under contractual, legislative, regulatory, ethical or other obligations.  Where necessary, appropriate safeguards should be put in place to protect participants and ensure that access conditions are met (e.g. Anonymisation, access passwords, inclusion of rights statement) in compliance with Ulster University’s guidance on good research practice."
ulster-university.md,"3.10 Research data produced and/or used during research must in cited in research outputs.  Good research practice is built upon the recognition of all source material that contributes to the performance of research activities.  Researchers must ensure that research data used during the research process is cited in conference papers, journal articles and other research outputs. Journal publications that report on publically funded research should include an access statement that indicates how research data may be accessed and any associated conditions."
ulster-university.md,"A persistent identifier, such as a Digital Object Identifier (DOI) should be included when one is available"
ulster-university.md,"3.11 Research data deemed to be of future historical interest, including data that substantiate research findings, will be offered and assessed for deposit and retention in an appropriate external data service or a University repository."
ulster-university.md,"3.12 Exclusive rights to host, reuse or publish research data should not be handed over to commercial publishers or agents without retaining the rights to make the data openly available for re-use, unless this is a condition of funding."
ulster-university.md,#### 4 Responsibilities
ulster-university.md,4.1 The Pro Vice-Chancellor (Research & Impact) is responsible for overseeing and ensuring the implementation of this policy.
ulster-university.md,"4.2 The University is responsible, through the Department for Research & Impact, for providing an appropriate infrastructure for the long-term storage of data including, training, guidance and support for those responsible for the creation of research data."
ulster-university.md,4.3 Associate Deans (Research & Impact)/Research Directors are responsible for ensuring tha researchers in their areas are aware of this policy.
ulster-university.md,4.4 The practical and operational responsibility for research data throughout the lifecycle of the project is the responsibility of the Principal Investigators.  Their key responsibility is to ensure the Data Management Plan adheres to the research funders’ obligations and compliance with this policy.
ulster-university.md,4.5 All Researchers must adhere to their obligations under this Policy either as Principa Investigator or by proactively supporting the Principal Investigator.
ulster-university.md,5. Contacts
ulster-university.md,Questions related to the Research Data Management Policy should be directed to puresupport@ulster.ac.uk.
ulster-university.md,Go to the Research Data Management website for more information and resources including support materials and training on using PURE for Research Data Management:
ulster-university.md,Related Policies/Procedures:
ulster-university.md,Code of Practice for Professional Integrity in the Conduct of Research (updated June 2013)
ulster-university.md,Procedures for the Investigation of Research Misconduct
ulster-university.md,Intellectual Property Policy
ulster-university.md,Policy for the governance of research involving human participants
ulster-university.md,Policy on research using human tissue
ulster-university.md,Data Protection Policy
ulster-university.md,Data Handling Procedures/Guidance
ulster-university.md,Archiving Procedure for Research Data
ulster-university.md,#### Useful Links:
ulster-university.md,UK Research and Innovation Common Principles on Data Policy.  Available at:
ulster-university.md,data-policy/
ulster-university.md,EPSRC (2011) Policy Framework on Research Data.  Available at:
ulster-university.md,A summary of funder data management/sharing requirements can be found here:
umea-university.md,# RESEARCH DATA POLICY
umea-university.md,"<html><body><table><tr><td>Type of document:</td><td>Policy</td></tr><tr><td>Date:</td><td>9 March 2021</td></tr><tr><td>Reg no:</td><td>FS 1.1-545-21</td></tr><tr><td>Approved by:</td><td>Vice-Chancellor</td></tr><tr><td>Validity:</td><td>Untilfurther notice</td></tr><tr><td>Field:</td><td>Research</td></tr><tr><td>Office in charge:</td><td>Planning Office, Umea University Library</td></tr><tr><td>Replaces document:</td><td></td></tr></table></body></html>"
umea-university.md,## Contents
umea-university.md,1. Description .
umea-university.md,2. Background
umea-university.md,3. Definitions . 3 Research data . Research . Official document.
umea-university.md,4. Starting points.
umea-university.md,5. Responsibility and rules for management of research data . 5.1 Publication of research data 5.2 Data management plans ... 5.3 Ownership and collaborations . 6 5.4 Storage and giving access to research data. 6 5.5 Description of research data.. 6 5.6 Research data with copyright protected material . 6 5.7 Supervision of doctoral students and students 6 5.8 Support by teaching and guidance. 5.9 Access to research data when changing jobs. 5.10 Archiving and disposal of research data .
umea-university.md,### 1. Description
umea-university.md,"This policy describes responsibilities and provides guidance on how Umeå University is to manage and preserve research data during the entire course of a research project from the planning stage, during the project and after the end of the project."
umea-university.md,### 2. Background
umea-university.md,"Scholarly publication is changing and scientific research articles are being made openly accessible through Open Access. The Swedish Government, funding bodies and large publishers recommend or request that research data is made accessible as far as legislation allows. Research data becomes a natural part of the scholarly publication process."
umea-university.md,"The objective of the Government’s research bills “Collaborating for knowledge – for society’s challenges and strengthened competitiveness” (2016/17:50) and “Research, freedom, future – knowledge and innovation for Sweden” (2020/21:60), is that a transition to open access to research results, including research data, should be fully implemented by 2026. Umeå University sees the adoption of this policy as a part of a process to transition to open access to research results."
umea-university.md,"Through this policy, Umeå University accepts the recommendation of the Swedish Research Council stating that research data should be managed in accordance with the international FAIR principles for scientific data management1,2. The FAIR principles mean that research data must be managed in a way that makes it findable, accessible, interoperable and reusable. The FAIR principles do not mean that all research data should be open, but as open as possible, and it should have a detailed description using metadata legible by both humans and machines."
umea-university.md,"Due to the nature and content of this document, the following aspect have not been taken into account: work environment, sustainability, collaboration, accessibility, as well as student and international perspectives."
umea-university.md,This policy is in line with the work of the university to implement HRS4R and with the university’s vision to create a work environment that provides equal opportunities for all employees. It is considered to have positive consequences for the equal opportunity work at Umeå University and to improve the university’s research environment.
umea-university.md,"This document has been translated from Swedish into English. If the English version differs from the original, the Swedish version takes precedence."
umea-university.md,### 3. Definitions
umea-university.md,#### Research data
umea-university.md,"In this policy, research data is defined according to the definition from the Swedish Research Council3: “Research data is digital information collected in order to be analysed for scientific purposes. Examples of such research data include results from experiments and measurements, observations from field work, statistics, questionnaire responses, interviews and images. Physical objects such as scientific and archaeological collections, physical art works or biobanks are not"
umea-university.md,# UMEA UNIVERSITY
umea-university.md,"regarded per se as research data; however, digital information about such objects is to be regarded as research data”."
umea-university.md,#### Research
umea-university.md,"Research is “scientific experimental or theoretical work or scientific studies conducted through observation if the work or studies are done to acquire new knowledge; it is also development work on a scientific basis, but not such work or studies that are performed only within higher education on a first or second-cycle levels”.4"
umea-university.md,#### Official document
umea-university.md,"An official document is a document or recording that is stored by an authority and has been received by or created at an authority. A recording is considered to be stored by an authority, if it is accessible to the authority with technical aids that the authority itself uses for transmission of its content in such a form that it can be read, heard or otherwise comprehended."
umea-university.md,### 4. Starting points
umea-university.md,"Umeå University shares the view that everyone should have open access to research publications and research data that are completely or partly funded by public funds to the extent that is permitted by legislation, ethics and commercial interests. The research data that forms basis for scientific publications must be easily accessible for peer review, journals and publishers and be made accessible in accordance with the recommendations of the Swedish Research Council. All source data and materials that document the research process are property of Umeå University and must, as a general rule, be archived according to the university’s records management plan for research, when a research project has been completed."
umea-university.md,"Umeå University supports the establishment of sustainable research infrastructures and services for managing research data at a local and national level. Based on current laws such as the General Data Protection Regulation, the Freedom of the Press Act and other regulations, internal regulatory documents and requirements from the Swedish Research Council, the EU and other research funding bodies, Umeå University offers their researchers support in managing and making research results and research data accessible."
umea-university.md,"The local infrastructure for research data and research data management is to be developed continuously and must follow laws, regulations and guidelines from the Government, the EU, the Swedish Research Council and other relevant research funding bodies and actors. In this way, correct management, storage, sharing and long-term preservation of research data is ensured."
umea-university.md,"This policy applies to all employees who conduct research and includes all subjects and areas where research is performed at Umeå University. It clarifies responsibilities and provides guidance on how Umeå University should manage and preserve research data from the planning stage of a research project, during the project and after the end of the project. Intellectual property rights are not included in this context."
umea-university.md,### 5. Responsibility and rules for management of research data
umea-university.md,"The main rule is that research data must be managed correctly and securely in accordance with current legislation, ethics and good research practice."
umea-university.md,#### 5.1 Publication of research data
umea-university.md,Umeå University adopts the Swedish Research Council’s recommendations for publishing research data in the version published by the council in spring 2020.
umea-university.md,"The Swedish Research Council recommends that research data financed via public funds, and applicable legislation allows to be published, should be published openly on the internet within a reasonable time after the research results have been published."
umea-university.md,#### Legal and ethical aspects affect access
umea-university.md,"Determining which data can be published with open access shall always be based on applicable legislation. Some research data must not be published with open access due to legal or ethical aspects (if they are covered by secrecy legislation, include personal data or IP material, for example), but the options for publishing data may also be affected by other factors, such as the volume of the data sets."
umea-university.md,"If open access to research data cannot be provided, the reason why this is not possible should be documented."
umea-university.md,"Data created in the research process and forming the basis for publications This recommendation covers data created during the research process and forming the basis for scientific publications. If already existing data from other actors have been used, such as various types of public agency data, then these data only constitute research data if they have been analysed, processed or otherwise refined during the research process. Already existing data that have only been used in their original form and that are already managed and made accessible by another actor are not covered by this recommendation."
umea-university.md,#### Metadata should also be published with open access
umea-university.md,"Both research data and data describing research data (known as metadata) should be published with open access. If there are obstacles to publishing research data, the focus should in the first instance be on making metadata openly accessible on the internet. In this way, users can find information on what research data exists, even when there are obstacles to open publication, for example lack of a suitable publication platform or technical limitations that prevent all data from being published."
umea-university.md,#### Publication according to the FAIR principles
umea-university.md,"Publication of research data can be done using various digital platforms, for example via the higher education institution where the research is conducted or via other relevant national and/or international portals, infrastructures and similar organisations and platforms. The publication of research data shall always be based on the FAIR principles."
umea-university.md,#### 5.2 Data management plans
umea-university.md,Umeå University recommends its researchers to write a data management plan5 at the beginning of each research project and to keep it updated continuously throughout the project. A data
umea-university.md,"management plan should, for instance, specify how research data is to be collected, stored, managed, documented, used and made accessible during and after the research project. Umeå University has a template for data management plans, which, together with help texts, is also available in an online tool. In some cases, it is mandatory for researchers to establish a data management plan, for instance for certain research projects funded by the EU and by the Swedish Research Council. A data management plan should also be set up for all new doctoral student projects, together with the corresponding research plan."
umea-university.md,#### 5.3 Ownership and collaborations
umea-university.md,"Research data generated in research at Umeå University is an official document of the authority in accordance with the Public Access to Information and Secrecy Act and the archive legislation, and are owned by Umeå University. In research projects that are conducted in collaboration with external parties such as other Swedish authorities, Region Västerbotten, companies and universities abroad, the terms of ownership of research data must be regulated in collaboration agreements that should be reviewed by a university legal officer. The starting point for such agreements is that Umeå University reserves the rights to use, publish, share or make publicly accessible research data that is produced or stored at Umeå University, and that the recommendations of the Swedish Research Council for publishing research data are followed. The terms must not restrict the obligations of the university under the Public Access to Information and Secrecy Act and the archive legislation."
umea-university.md,#### 5.4 Storage and giving access to research data
umea-university.md,Research data must be managed and stored at Umeå University in accordance with the routines that Umeå University recommends for storage and information security. Umeå University is responsible for ensuring that all research data can be stored on suitable and secure storage spaces and for providing sustainable infrastructure to make research data accessible in accordance with the recommendations of the Swedish Research Council (see 5.1).
umea-university.md,#### 5.5 Description of research data
umea-university.md,"Research data should be provided with standardized and machine-readable metadata in accordance with the FAIR principles in order to make the data searchable, comprehensible and reusable by others than the researcher who created it. Even in cases where research data cannot be made openly accessible, it is recommended that the researcher describes the research project using metadata to make it visible and searchable. Metadata can be published in the metadata catalogue provided by the consortium of the Swedish National Data Service (SND), in which Umeå University is included."
umea-university.md,#### 5.6 Research data with copyright protected material
umea-university.md,"Research data that contains material belonging to others and that is protected by copyright cannot be made publicly accessible but the copyright does not prevent such data from being archived and described through metadata, which in turn should be made openly accessible."
umea-university.md,#### 5.7 Supervision of doctoral students and students
umea-university.md,"Supervisors are responsible for ensuring that doctoral students and students receive clear instructions for managing research data safely and correctly. In a doctoral project, doctoral students and their supervisors are together responsible for ensuring that there is a data management plan describing the routines for managing research data during and after the doctoral project. The research data management should follow this policy. Doctoral students and their supervisors are also together responsible for ensuring that research data generated in the doctoral project, which is funded by Umeå University or by a third party, is managed according to the routines of the department when doctoral students complete their doctoral studies."
umea-university.md,#### 5.8 Support by teaching and guidance
umea-university.md,Umeå University is to offer support for the correct management of research data in the form of education and information as well as by expert advice. Instructions regarding correct management of research data should also be included in the training of doctoral students at an early stage.
umea-university.md,#### 5.9 Access to research data when changing jobs
umea-university.md,"If employees change jobs and want to take a copy of the research data from the projects they have worked on at Umeå University with them, they should discuss with their head of department if and how this can be made possible. The details are to be regulated by a written agreement between the higher education institutions involved and specific terms and conditions regarding secrecy and personal data are to be noted."
umea-university.md,#### 5.10 Archiving and disposal of research data
umea-university.md,"Research data is an official document and part of the Swedish cultural heritage and must be archived indefinitely unless a decision is made to dispose of the data. Archiving of research data is to be carried out, regardless of whether research data is made accessible or not, in accordance with the current records management plan. The head of department is responsible for making decisions regarding the disposal of research data. The metadata description of research data should always be preserved, which also includes metadata that describes research data that has been disposed of."
universite-libre-de-bruxelles.md,# ULB Institutional policy on Research Data Management
universite-libre-de-bruxelles.md,## Introduction
universite-libre-de-bruxelles.md,"At its Academic Council meeting of 26 April 2021, ULB adopted the following policy1 on the management of Research Data, generated and processed by Researchers as part of their research activities at ULB."
universite-libre-de-bruxelles.md,"This policy aims to develop and promote a solid and secure management of Research Data to increase the efficiency, the quality, the integrity and the transparency of scientific research, as well as to facilitate the development of new knowledge, and to ensure compliance with relevant laws and regulations, ethical and contractual obligations, and provisions of external research funding agencies. Ideally, Research Data management should be considered and integrated throughout the life cycle of the research data."
universite-libre-de-bruxelles.md,"Furthermore, various research funders such as the FNRS or the European Commission are increasingly requesting that a Data Management Plan accompanies any funded project. This is thus an evolution that urgently needed to be acknowledged in our institution."
universite-libre-de-bruxelles.md,This document represents an aspirational policy; its implementation will likely take several years and require communication and support efforts towards the scientific community
universite-libre-de-bruxelles.md,Practical Guidelines are available on the ULB personnel portal:
universite-libre-de-bruxelles.md,## Definitions
universite-libre-de-bruxelles.md,"Anonymisation: Process by which personal data is irreversibly altered in such a way that a data subject can no longer be identified directly or indirectly, either by the data controller alone or in collaboration with any other party."
universite-libre-de-bruxelles.md,Archive or Data Repository: Copy of Curated Data made for long-term usage and reference. Archived data need to be replicated in several regularly checked copies. Migration to open file formats is recommended to ensure re-usability in the long term.
universite-libre-de-bruxelles.md,"Archiving: Process of depositing data in an Archive or Data Repository for access and preservation, ensuring that data can still be found, understood, accessed, and used in the future."
universite-libre-de-bruxelles.md,"Backup: Copy of active data used to quickly restore the original data in case of accidental data deletion,  corruption or disaster recovery."
universite-libre-de-bruxelles.md,Confidential Data: Data to which only a limited number of persons have access and which are meant for restricted use.
universite-libre-de-bruxelles.md,"Curated Data: Collected data that are organised and integrated from various sources. It involves data that are annotated, published and presented such that the value of the data is maintained over time, and the data remains available for reuse and preservation."
universite-libre-de-bruxelles.md,"Data Management Plan: A living document describing how data will be generated, handled, stored, used, disseminated and archived following the FAIR principles."
universite-libre-de-bruxelles.md,Data Repository: See Archive.
universite-libre-de-bruxelles.md,Encryption: Process of converting information or data into a cipher or code.
universite-libre-de-bruxelles.md,"FAIR Principles: FAIR stands for Findable, Accessible, Interoperable, Reusable. The FAIR principles describe how research outputs should be organised to be easily accessed, understood, exchanged and reused. Major funding bodies, including the European Commission, promote FAIR data to maximise the integrity and impact of their research investment."
universite-libre-de-bruxelles.md,GDPR: General Data Protection Regulations (link).
universite-libre-de-bruxelles.md,Guidelines: Institutional and practical advices for Research Data management provided on the ULB website devoted to research data management.
universite-libre-de-bruxelles.md,"Personal Data: Any information about an identified or identifiable natural person (the data subject). This definition is very broad: an identifiable natural person is one who can be identified, directly or indirectly, in particular by reference to an identifier such as a name, an identification number, location data, an online identifier or to one or more factors specific to the physical, physiological, genetic, mental, economic, cultural or social identity of that natural person."
universite-libre-de-bruxelles.md,"Preservation: All measures taken after the Research Project ends, including financial and strategic decisions, to maintain the integrity and to extend the lifetime of data, documents or collections."
universite-libre-de-bruxelles.md,Principal Investigator (PI): Experienced Researcher usually leading team members carrying out a research project under his/her scientific guidance.
universite-libre-de-bruxelles.md,"Pseudonymisation: Processing of personal data in such a way that the data can no longer be attributed to a specific data subject without the use of additional  information. More specifically, each data subject is assigned a code and the table of correspondence is kept in a separate file and is subject to technical and organisational measures to ensure non-attribution to an identified or identifiable  person."
universite-libre-de-bruxelles.md,Registration: Process following data acquisition by which data is identified as a unit for subsequent access and processing.
universite-libre-de-bruxelles.md,"Research Data: Data collected, observed, created or obtained from third parties by Researchers, for purposes of data analysis to produce original research information and results. Data can be raw, processed to a greater or lesser extent, or analysed, and can adopt a digital or non-digital form. Examples : software codes, equations, images, photos, audio and video recordings, survey results, excel tables, texts, etc."
universite-libre-de-bruxelles.md,"Research Project: Scientific endeavour to answer a research question or a set of research questions. A Research Project must include a description of a defined protocol, clearly articulated goal(s), defined methods and outputs, and a defined start and end date."
universite-libre-de-bruxelles.md,"Research Supervisor: Experienced Researcher in charge of one or a group of early stage Researchers (PhD s) and/or experienced Researchers (post-doctoral Researchers or others) or of an area of work, who is guiding the Researchers to ensure that the scientific activities are conducted according to the rules and regulations."
universite-libre-de-bruxelles.md,"Researchers: Staff members, students or persons who conduct scientific research at ULB, regardless of whether the research is internally funded or not. The term comprises statutory and contractual staff members at ULB, doctoral students, unpaid and/or voluntary researchers hosted by ULB, as well as bachelor and master students."
universite-libre-de-bruxelles.md,Retention Period: Period during which relevant research data and accompanying documentation must be retained to verify and reproduce the scientific claims communicated by the Researcher.
universite-libre-de-bruxelles.md,Storage: Process of keeping and depositing data on a computer system during the active phases of the Research Project.
universite-libre-de-bruxelles.md,## Regulatory provisions
universite-libre-de-bruxelles.md,"ULB has ownership and legal responsibilities of research results of any nature, whether or not they can be patented, that were obtained during any research activity, study, or service performed by one or several Researchers. For more details and exceptions:"
universite-libre-de-bruxelles.md,"Regulation on ownership, protection and valorization of the intellectual property of the Université libre de Bruxelles (ULB)"
universite-libre-de-bruxelles.md,"Where research is carried out under a contract, the terms of the agreement should determine ownership and rights to disclose and exploit the results. Of note, common results acquired during the Project are considered confidential until their disclosure."
universite-libre-de-bruxelles.md,"Although students are not subject to the IPR regulation mentioned above, they agree to comply with the ULB IPR regulation. This implies that they agree to maintain the information and the results related to the project as strictly confidential and to disclose information to any third party only with ULB’s prior written agreement. Research results that can potentially be exploited must be dealt with the ULB Technology  Transfer Office (contact ULBTTO@ulb.be)."
universite-libre-de-bruxelles.md,### Relationship with internal policies
universite-libre-de-bruxelles.md,"Research data will be managed in accordance with ULB’s regulations, policies and guidelines: CODE DE DÉONTOLOGIE ET D’INTÉGRITÉ EN MATIÈRE DE RECHERCHE, DE VALORISATION ET DE CRÉATION DE SPIN-OFFS"
universite-libre-de-bruxelles.md,Conseils pour la gestion des données en accord avec le Comité d’Ethique de l’ULB. Protection des données à caractère personnel (RGPD)
universite-libre-de-bruxelles.md,Obligations regarding the confidentiality of personal data
universite-libre-de-bruxelles.md,"Bonnes pratiques informatiques à destination des membres de la Communauté universitaire Regulation on ownership, protection and valorization of the intellectual property of the Université libre de Bruxelles (ULB)"
universite-libre-de-bruxelles.md,### ULB’s commitments
universite-libre-de-bruxelles.md,### 1. Infrastructures
universite-libre-de-bruxelles.md,"ULB is committed to providing secure mechanisms and services for Storage, Backup, Registration, Deposit and Archiving of research data assets in support of current and future access and Preservation, during and after completion of Research Projects."
universite-libre-de-bruxelles.md,### 2. Services and support
universite-libre-de-bruxelles.md,"ULB is committed to providing training, support, advice and where appropriate guidelines and templates for the research data management and research Data Management Plans."
universite-libre-de-bruxelles.md,## Researchers’ commitments
universite-libre-de-bruxelles.md,### 1. Responsibilities
universite-libre-de-bruxelles.md,"The Research Supervisor/Principal Investigator of a project has the ultimate responsibility for the research data management. Nevertheless, all Researchers are responsible for the careful management of the Research Data they collect, generate, and/or obtain from third parties to ensure that the data are reliable, secure, sustainable, findable, and, where possible, openly accessible."
universite-libre-de-bruxelles.md,"It is therefore advised to create a Data Management Plan prior to a Research Project, i.e. a living document describing how data will be generated, handled, stored, used, disseminated and archived following the FAIR Principles."
universite-libre-de-bruxelles.md,It is strongly recommended that Researchers store their Research Data on infrastructures hosted on premises by ULB as indicated in the Guidelines.
universite-libre-de-bruxelles.md,Research Data that the Researchers collect or generate at ULB and the accompanying documentation must be preserved and must remain accessible to ULB during a relevant Retention Period (see below).
universite-libre-de-bruxelles.md,### 2. Policies and regulations
universite-libre-de-bruxelles.md,"Research data management must always respect relevant laws and regulations (e.g. on the protection of Personal Data and other Confidential Data, or on intellectual property rights...), ethical codes, and/or contractual obligations with third parties, as well as the requirements included in the applicable regulations of external research funding agencies (e.g. FNRS, Belspo, European Commission...)."
universite-libre-de-bruxelles.md,"If the regulations of the external research funding agencies or the contracts with third parties impose more stringent or specific data management requirements than the ones proposed by ULB, they will override this policy framework’s provisions unless they violate basic principles outlined in the ULB Policy of Research Data Management."
universite-libre-de-bruxelles.md,### 3. Personal data protection
universite-libre-de-bruxelles.md,"Researchers who use Personal Data as Research Data must ensure the correct treatment and protection of these Personal Data in accordance with national and European General Data Protection Regulation (GDPR), as well as the ULB regulations on the protection of personal data. They must respect the basic principles of privacy protection: purpose limitation, proportionality, transparency, correct retention period, and secure destruction (after the Retention Period has expired). Technical and organizational measures to ensure secure Storage and secure processing (e.g. Anonymisation, Pseudonymisation, or Encryption) must be provided, in accordance with the institutional guidelines for working with Personal Data and confidential information in a secure manner."
universite-libre-de-bruxelles.md,"Personal Data protection principles remain applicable throughout all the phases of the data lifecycle, including sharing, archiving, and deleting."
universite-libre-de-bruxelles.md,### 4. Access to data
universite-libre-de-bruxelles.md,"Researchers should identify data of future historical interest, and all Research Data that represent records of ULB, including data that substantiate research findings, for deposit and retention (see below) in the ULB repository or in a compliant and secure national or international data service or domain repository in accordance with the Guidelines. Researchers must ensure that Research Data are available for access and re-use where appropriate and under adequate safeguards, including Anonymisation, Pseudonymisation, etc."
universite-libre-de-bruxelles.md,"Exclusive rights to reuse or publish Research Data should not be handed over to publishers or agents without retaining the rights to make the data openly available for re-use, unless this is a condition of funding or publication."
universite-libre-de-bruxelles.md,### 5. Data retention
universite-libre-de-bruxelles.md,"5.1. Unless provided otherwise either by legal, contractual, ethical or other specific obligations, or by requirements of external research funding agencies, relevant Research Data and accompanying documentation must be retained for a minimum of 5 years after completion of the Research Project or the project funding, or after publication of the conclusions based on the data (the latest date is applicable here). Of note, medical data related to patients must be kept for 30 years (link)."
universite-libre-de-bruxelles.md,"Data retention primarily concerns all Research Data and accompanying documentation which are reasonably required or appropriate to verify (and reproduce) the scientific claims communicated by the Researcher. The degree of processing of the Research Data which are to be retained will partly depend on the type of research, the kind of Research Data, and/or possible practical considerations. It can also be relevant to retain Research Data with potential value for reuse."
universite-libre-de-bruxelles.md,"5.2. Research Data and accompanying documentation which were selected for retention should be deposited in a reliable Archive or Data Repository in accordance with the institutional Guidelines to ensure secure, long-term retention and accessibility (with appropriate access rights)."
universite-libre-de-bruxelles.md,"At minimum, if Research Data is deposited in an external Archive, Researchers should supply the metadata for these Research Data in DI-fusion, the ULB institutional repository, with a link to the data in the external Archive. (See institutional Guidelines for depositing and providing access to research data available on the ULB website.)"
universite-libre-de-bruxelles.md,"Researchers who are supervised (e.g. master students, doctoral students, unpaid and/or voluntary researchers) need to make prior arrangements with their research mentor, supervisor, or coordinator on where these research data will be retained, for whom they will be accessible, and how they are allowed to be used in the future."
university-campus-suffolk.md,# DATA MANAGEMENT POLICY
university-campus-suffolk.md,## Purpose
university-campus-suffolk.md,1. This document explains the University of Suffolk’s policy on data protection and data management and is based on the following principles:
university-campus-suffolk.md,"The University will comply with all relevant legislation, particularly the Data Protection Act 2018 and the EU General Data Protection Regulations 2016 (“GDPR”). Ensuring compliance is a corporate responsibility of the University requiring the active involvement of, and appreciation by, all Employees and Other Workers1 at all levels of the organisation, including honorary staff/associates, contractors, hourly paid lecturers and any students or interns carrying out work on behalf of the University. The University will provide support and services to enable staff handling personal data to remain compliant with the legislation and the University’s requirements in respect of data security."
university-campus-suffolk.md,## About the Policy
university-campus-suffolk.md,"2. At the University, personal data from a wide range of individuals is collected, analysed, stored, shared, transferred, processed and at the end of the retention period, destroyed. Personal data used in this way, is from staff, students, applicants, alumni, visitors and people taking part in our research. Maintaining the security and privacy of this personal data is essential. This policy sets out the University’s requirements as Data Controller when processing this Personal Data."
university-campus-suffolk.md,3. This Policy is approved by the University’s Quality Committee and is subject to review every four years in line with the University’s review schedule of policies and procedures. Review will take place earlier where changes in legislation require such review.
university-campus-suffolk.md,"4. A University of Suffolk Data User is defined as staff, students and others who have access to and use Personal Data on behalf of the University. All University of Suffolk Data Users must:"
university-campus-suffolk.md,comply with this Policy when processing Personal Data on behalf of the University recognise that they have a role to play in ensuring that the University maintains the trust and confidence of the individuals about whom the University processes personal data (including its own staff) comply with legal obligations and protect the University’s reputation.
university-campus-suffolk.md,"5. This also applies to Partnership staff or others working with or on behalf of the University of Suffolk, accessing University of Suffolk systems, with responsibilities and expectations set out in the relevant Partnerships Agreement."
university-campus-suffolk.md,"6. Disciplinary action can be taken against those who do not comply, particularly in cases when there has been deliberate, wilful, or negligent disregard of the Policy and University requirements."
university-campus-suffolk.md,"7. The University has processes in place, including this Policy, which are designed to protect the accuracy, integrity, and confidentiality of personal data and to ensure that individuals are able to exercise their rights. Appendix 1 provides more information about these other policies."
university-campus-suffolk.md,8. Key words are defined in the Glossary of Terms in Appendix 2.
university-campus-suffolk.md,"9. If you do not feel confident in your knowledge or understanding of this Policy, or you have concerns regarding the implementation of this Policy, you should seek advice from the Data Governance Team (contact details below)."
university-campus-suffolk.md,### Training
university-campus-suffolk.md,"10. All staff must complete the University’s online Data Protection training, which is available via the University of Suffolk Online Training portal. Most staff are required to complete the module every three years. Some staff are required to complete it annually because of the nature of their work (e.g. if they work with NHS patient data). New members of staff must complete this module as part of their induction. It is the responsibility of managers to ensure that their staff complete the required training, including any additional training required (for example, for researchers), both as part of their induction and biennially thereafter, recording completion in the individual’s My Review record."
university-campus-suffolk.md,"11. Whilst some staff will have received elements of data protection training as part of their research requirements, researchers employed by the University must also complete the University’s online Data Protection Training (University of Suffolk Online Training) regardless of any previous training."
university-campus-suffolk.md,12. The Data Governance Team regularly reviews completion records and routinely contacts those who have not completed their training. If no action is taken from this contact the Data Governance team contacts the line manager of the individual
university-campus-suffolk.md,"13. It is the responsibility of the Pro Vice-Chancellor of Research and for each supervisor of Postgraduate Research Students to ensure the University’s online Data Protection Training is undertaken by PGR students (or any additional data protection training modules identified as appropriate), at the outset of their programme or annually, and for ensuring completion. More generally the module can be made available to those students undertaking research which involves the use of personal data, as required."
university-campus-suffolk.md,## Data Protection Principles
university-campus-suffolk.md,14. The GDPR sets out principles that the University must observe and comply with when processing Personal Data. The GDPR requires that personal data shall:
university-campus-suffolk.md,"a. be processed lawfully, fairly and in a transparent manner"
university-campus-suffolk.md,"b. be collected only for specified, explicit and legitimate purposes"
university-campus-suffolk.md,"c. be adequate, relevant, and limited to what is necessary in relation to the purposes for which it is to be processed"
university-campus-suffolk.md,"d. be accurate and, where necessary, kept up to date"
university-campus-suffolk.md,e. not be kept in a form which permits identification of data subjects for longer than is necessary for the purposes for which the data is processed
university-campus-suffolk.md,"f. be processed in a manner than ensures its security using appropriate technical and organisational measures to protect against unauthorised or unlawful processing and against accident loss, destruction or damage"
